用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
EF3E921098D2CEE3D24A5D04B04BBA9D,男,29,北京,公众客户,10,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,596.023738,99.862233,17.4,1.7,0.6,1.1,1.1,5.7,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
F1301F20230EBD917FF1F07F1D624872,女,62,唐山,公众客户,3,频繁换机型,欧奇,2G,ANDROID,1,自有渠道,0.034046,0.002341,18.24,0.24,0.1,0.2,0.16,18,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
F36F9E8D69AFE3E31AD5707986C895B8,女,32,天津,公众客户,69,频繁换机型,诺基亚,2G,,1,自有渠道,0.0018,0.0018,56.9,2.9,0.3,5,0,28,否,本地套餐,4G本地套餐-26元套餐
F4CCB4BD474E64E4C6B5954C0512C7D9,无法区分,,天津,集团-中小企,6,频繁换机型,华为,4G,ANDROID 5.0,1,自有渠道,1266.57402,1.725223,139.75,50.2,0.6,49.9,50.2,19.55,否,本地套餐,4G本地套餐-70元套餐
F54758ED3B08FEF6445B0F427056E1CC,男,34,邢台,公众客户,1,频繁换机型,宏达,4G,ANDROID,2,社会渠道,4.615783,0,37.7,2.1,1.5,0.6,0.6,15.6,否,4G本地语音套餐,4G本地语音套餐-20元套餐
F5650601C56A8E6847EB3430FE8BAB8D,女,19,石家庄,公众客户,9,频繁换机型,华为,4G,ANDROID 4.4.2,2,社会渠道,509.356687,0,24.9,3.5,3,0.5,0.5,5.4,否,校园专属-非小区B套餐,校园专属-沃派26元B套餐
F749376BB30AA3F5845625C12B6BE9B9,男,21,石家庄,公众客户,10,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1164.727896,0,108.15,17.25,22.8,4,0,54.9,否,本地套餐,4G本地套餐-36元套餐
F7ABCF855A85363CA8897ADA3B47627E,男,26,北京,公众客户,51,频繁换机型,华为,4G,ANDROID 5.0,2,社会渠道,1681.147496,7.256696,45.95,24.7,14.7,10,0,5.4,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
F87FC9B4C09DD983666A932AAC9E1199,男,29,北京,公众客户,34,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,118.621084,7.428166,82.04,8.4,25,9.16,0.8,40.64,否,国内流量套餐,10元100MB国内流量套餐
73FDF052B590D55E6C9883E788059DF4,男,33,天津,公众客户,134,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,2354.881281,83.118881,210.15,71.9,83.8,13.1,0,49.9,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
7488784D7888CA50C63C9FEDE8A018F9,男,23,天津,公众客户,18,频繁换机型,欧珀,4G,ANDROID,2,社会渠道,15193.66096,102.359969,205.68,55.1,39.9,0.2,0,52.6,否,本地套餐,4G本地套餐-70元套餐
74B936E0C7EF696ADB672219CBBE74B9,男,36,天津,公众客户,1,频繁换机型,欧珀,4G,ANDROID,2,社会渠道,0.29348,0,0.85,0.4,0.3,0.1,0,0.45,否,基本套餐,4G全国套餐-76元套餐（新）
753B9664A66C1AA2EB0F2E6ADF65A617,男,44,天津,公众客户,12,频繁换机型,欧珀,3G,ANDROID 4.0.4,2,社会渠道,431.176229,19.065918,53.2,7.4,6,5,0,5.8,否,本地套餐,4G本地套餐-40元套餐（京津）
76371254AAD16A4794CA3AE154E670D1,男,19,石家庄,公众客户,8,频繁换机型,三星,4G,ANDROID 5.1.1,2,社会渠道,3063.12055,0,39.7,1.5,1.2,0.3,0.3,2.2,否,校园专属-非小区B套餐,校园专属-沃派36元B套餐
76D23858A57C1D437EA0C1688A029EC1,女,26,北京,公众客户,47,频繁换机型,苹果,4G,IOS,2,社会渠道,201.707545,156.437335,52.62,2.36,0.4,1.96,0.8,36.26,否,国内流量套餐,10元100MB国内流量套餐
76F007025B7F77F895A27C3B8EF1E857,男,28,邯郸,公众客户,48,频繁换机型,三星,4G,ANDROID 4.4.4,1,自有渠道,2334.907938,0,167.4,9.32,5.4,0.2,0,84.3,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
D89D4C1DA946044E0C445C8326D83C92,男,40,北京,公众客户,15,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,571.037766,317.324592,168.8,62.5,52.5,10,0,30.3,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
D97974E76AD79884AB10B27BF75ABA32,男,46,唐山,公众客户,4,频繁换机型,小米,4G,ANDROID 4.4.4,1,自有渠道,540.445016,0.94682,72.85,29.6,29.4,0.2,0.2,17.25,否,本地套餐,4G本地套餐-26元套餐
DAC67730FDBEB10C23FFBFA8D8826502,女,24,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,3.993568,0.001243,34.55,2,1.2,0.8,0.8,32.55,否,基本套餐,396元基本套餐（含国内语音2000分钟，国内流量6GB）
DAE98F999DD4522D2A15E54DDD1DA492,男,21,天津,公众客户,4,频繁换机型,乐视,4G,ANDROID,2,社会渠道,1869.771943,0,539.13,138.9,138.9,2.1,0,347.75,否,本地套餐,4G本地套餐-40元套餐（京津）
DB834D3A8CBCA3D54E105002A8187249,男,42,北京,公众客户,1,频繁换机型,华为,4G,ANDROID,1,自有渠道,755.258897,0,54.6,3.4,1.8,1.6,1.6,11.2,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
DB89DFC983CB3E0331D9E911EA514116,男,20,石家庄,公众客户,15,频繁换机型,魅族,4G,,2,社会渠道,762.996561,0,44.05,4.9,3.3,1.6,1.6,9.15,否,省内流量套餐,30元750MB省内流量套餐
DBF3530D243CBC8410AB7F63DC8442B4,女,35,北京,公众客户,1,频繁换机型,华为,4G,ANDROID,1,自有渠道,35.043651,0,23.9,19.4,10.5,0.1,0.2,4.5,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
DBF6099CBF54DC0EAA454676542AF864,女,44,天津,公众客户,104,频繁换机型,,0,,1,自有渠道,27.431401,23.986505,57.6,12.2,7.2,5,0,17.4,否,省内流量套餐,10元150MB省内流量套餐
DCE721D43B93972FCFAF684BBF5D2350,女,21,天津,公众客户,24,频繁换机型,乐视,4G,ANDROID,2,社会渠道,799.018193,127.414929,103,52.8,49.8,3,0,4.2,否,本地套餐,4G本地套餐-26元套餐
DCE7D1031FB5B5868E55D2F2DD1845C9,女,32,保定,公众客户,9,频繁换机型,三星,2G,ANDROID 4.3,1,自有渠道,66.85211,1.878737,28.8,3.7,0.6,0.1,0.1,11.1,否,省内流量套餐,10元150MB省内流量套餐
DD6F4F0C69EBB963302829DF04E40A33,男,26,石家庄,公众客户,23,频繁换机型,苹果,4G,IOS 7.0,1,自有渠道,401.348638,0.599909,107.35,2.7,0.4,2.3,2.3,22.65,否,国内流量套餐,20元300MB国内流量套餐
DEFE191C8F7B84704E7B87D20FE3C006,女,16,石家庄,公众客户,2,频繁换机型,小米,4G,ANDROID 4.4.2,2,社会渠道,152.330351,0,30.95,2.8,1.5,1.3,1.3,12.15,否,本地套餐,4G本地套餐-16元套餐
DF3268F5E465A95B02355240E098492F,男,31,邯郸,公众客户,2,频繁换机型,新创想,2G,,1,自有渠道,3.352454,0,8.19,0.9,0.4,0.6,0.54,7.29,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
E02D5C4262419CF23F7A7EA887567D1F,女,46,天津,公众客户,112,频繁换机型,,0,,2,社会渠道,1164.052983,0,60.82,6.8,1.8,5,0,1.65,否,省内流量套餐,30元750MB省内流量套餐
E0475415D83081381934919D0E30DA35,女,33,天津,公众客户,57,频繁换机型,苹果,3G,IOS,1,自有渠道,1709.160267,39.08199,131.03,60.44,60,4.64,0,7.44,是,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
E2E77794CB75703354BC50073B0F2EBB,男,34,沧州,公众客户,111,频繁换机型,乐视,4G,ANDROID,2,社会渠道,358.985427,0,38.15,3.1,2.7,0.1,0.1,19.05,否,本地套餐,4G本地套餐-16元套餐
E38E38F3C19B99679E4437C3F3F0A430,男,31,北京,公众客户,42,频繁换机型,小米,4G,ANDROID 5.0.2,1,自有渠道,4640.499686,820.537984,483.32,0.52,10,0.52,0,76.8,否,基本套餐,396元基本套餐（含国内语音2000分钟，国内流量6GB）
88452497A5D8A0845C30F2DC08C651DF,男,45,保定,公众客户,148,频繁换机型,金立,2G,ANDROID,2,社会渠道,60.463342,60.463342,41.4,18.4,18.3,0.1,0.1,7,否,本地套餐,4G本地套餐-16元套餐
8A80149CA87EEB7BDBE74D3077ED9A21,男,76,天津,公众客户,8,频繁换机型,华为,4G,ANDROID,1,自有渠道,1426.924473,105.142518,146.42,50.8,50.7,0.1,0,34.95,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
8BA3DD623B386D18E5C7A99C0C2EF186,男,33,唐山,公众客户,1,频繁换机型,三星,3G,ANDROID,2,社会渠道,0.044197,0,2.25,0.6,0.3,0.3,0.3,1.65,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8C2FC4700919CFF65709FE4624FB8048,女,27,北京,公众客户,41,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,3094.426844,2981.612078,293.7,206.9,206.8,0.1,0.1,8.8,否,国内流量套餐,90元2GB国内流量套餐
8D4ACDD0A1946FCBC7CBF5CD08DC3955,女,29,天津,公众客户,14,频繁换机型,苹果,3G,IOS,2,社会渠道,1179.146705,28.851215,77.85,33.2,28.5,5,0,4.65,否,本地套餐,4G本地套餐-40元套餐（京津）
9A7FC99F2759C2D75AD01312BDCAD245,女,31,北京,公众客户,44,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,1845.500374,1517.297236,186.47,8.76,35,0.76,0,1.86,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
A1D3C3BE9D5ADE1CD53B0C657A8EEDC1,无法区分,,北京,集团-中小企,53,频繁换机型,三星,4G,ANDROID 6.0,1,自有渠道,4928.815574,4021.637529,3886,142.16,133.8,8.36,0,173.72,否,基本套餐,596元基本套餐（含国内语音3000分钟，国内流量11GB）
A1D47B1C868E86531A8C1DD8F4555B1B,女,64,廊坊,公众客户,1,频繁换机型,金立,4G,ANDROID,2,社会渠道,2.289702,0,29.6,1.1,0.9,0.2,0.2,28.5,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
A1E967A36B7038B083F899B52F3F846F,男,60,天津,公众客户,69,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,5127.341972,4863.367425,155.06,14.2,13,14.2,10.4,1.86,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
A2ABBAD259EF07DBA0D6955EDC588AEF,男,22,天津,公众客户,3,频繁换机型,欧珀,4G,ANDROID 4.3,1,自有渠道,1015.358212,0,162.3,123.7,123.6,0.1,0,0.6,否,省内流量套餐,10元150MB省内流量套餐
A2E76906314D3C019212D584616F56D4,男,27,北京,公众客户,56,频繁换机型,苹果,3G,IOS,1,自有渠道,2100.644998,1024.135122,324.55,15.5,12.8,2.7,2.7,175.05,否,国内流量套餐,90元2GB国内流量套餐
A33D0A0870D92D510729B1CCA2CE517D,女,27,北京,公众客户,59,频繁换机型,苹果,3G,IOS,1,自有渠道,6885.146388,1025.298718,318.94,146.76,129,0.76,0,32.18,否,国内流量套餐,90元2GB国内流量套餐
A46C925F9459253FC1797303A0EA5D72,男,31,廊坊,公众客户,1,频繁换机型,金圣达,2G,,2,社会渠道,0.039054,0.00203,2.2,0.4,0.3,0.1,0.1,1.8,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
A5CD2CB51A6AA4B5C391605C2C5B5BBC,男,44,北京,公众客户,37,频繁换机型,华为,4G,ANDROID 5.1,1,自有渠道,11.512726,11.512726,89.88,1.96,15,0.8,0.8,64.92,否,国内流量套餐,10元100MB国内流量套餐
A795EE19A58385D91493A70DF34FBD8F,男,39,北京,公众客户,1,频繁换机型,三星,4G,ANDROID 4.3,2,社会渠道,2582.081685,0.313048,297.55,223.3,222.3,1,1,38.25,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
A836653A97FAAC96026E6C282F12AAF6,男,42,天津,公众客户,78,频繁换机型,奥珀,4G,ANDROID,2,社会渠道,796.595537,24.197031,81.7,7.5,7.5,3,0,4.2,否,本地套餐,4G本地套餐-70元套餐
A85ED2C3A96B041A98679E5170E7630D,女,21,承德,公众客户,34,频繁换机型,欧珀,2G,ANDROID 4.3,1,自有渠道,103.855498,7.534828,16.5,2,1.2,0.8,0.8,4.5,是,4G本地语音套餐,4G本地语音套餐-10元套餐
A867A77F9B8836667E1C06233B41DFCD,男,22,天津,公众客户,46,频繁换机型,华为,4G,ANDROID 4.4.2,2,社会渠道,5075.731003,0,309.01,147,144,3,0,36.2,否,国内流量套餐,90元2GB国内流量套餐
A890F36DD26CC2A78C064496361A7AF8,男,26,天津,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,189.68693,31.708911,11.75,9.8,9.6,0.2,0.2,1.95,否,基本套餐,4G全国套餐-106元套餐（新）
A944A2E916438DD850C425C02D34C6D4,男,39,石家庄,公众客户,153,频繁换机型,酷派,2G,ANDROID,2,社会渠道,1.160357,0,12.55,0.6,0.3,0.3,0.3,1.95,否,4G本地语音套餐,4G本地语音套餐-10元套餐
AA6054491869173AB2AE56E3CE77D84D,男,28,石家庄,公众客户,5,频繁换机型,欧珀,2G,ANDROID 4.4.4,2,社会渠道,160.365951,0.4763,40.95,0,0.3,0.2,0,14.95,否,本地套餐,4G本地套餐-26元套餐
ABD9A510B0ADC29781173761165667FD,男,31,北京,公众客户,65,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,767.574894,767.574894,203.65,58.9,18.9,40,0,63.75,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
AC429133C39C9D36A12B8621FF5808C0,女,33,承德,公众客户,30,频繁换机型,中兴,3G,ANDROID 4.3,2,社会渠道,248.673481,3.344743,60,1.6,1.2,0.4,0.4,32.4,否,本地套餐,4G本地套餐-26元套餐
DC18A3E026E3C05C5CE384BF541E580C,女,23,北京,公众客户,4,频繁换机型,苹果,4G,IOS,1,自有渠道,541.122105,482.87673,167.28,10.94,23.1,1.94,0,56.24,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
DC394C204A38834EE51FBD8CD3881C95,男,24,北京,公众客户,23,频繁换机型,小米,4G,ANDROID 5.1.1,2,社会渠道,1147.603713,1113.427223,88.5,15.9,13,1.9,1.9,50.6,否,国内流量套餐,20元300MB国内流量套餐
DC8C4484D98F24E2DFDD9B955192CA33,女,20,石家庄,公众客户,12,频繁换机型,宏达,3G,,1,自有渠道,983.456943,1.050441,48.25,12.2,9,3.2,3.2,10.05,否,本地套餐,4G本地套餐-26元套餐
E1A9120C51E43E99FF0B8E02032121CA,男,18,廊坊,公众客户,10,频繁换机型,华为,4G,ANDROID,2,社会渠道,0.123158,0.123158,12.55,0.9,0.3,0.6,0.6,1.65,否,4G本地语音套餐,4G本地语音套餐-10元套餐
E2A860FC9B92C93DE8342E7A5384E7DC,男,49,石家庄,公众客户,84,频繁换机型,三星,4G,ANDROID 6.0,1,自有渠道,1252.944047,96.848455,365.14,24.09,40,15.18,13.5,0.96,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
E318437B1778EE7E333382328FDA875F,男,27,天津,公众客户,56,频繁换机型,苹果,3G,IOS,2,社会渠道,1166.569789,0,153.36,49.6,49.5,0.1,0,46.05,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
E48D5A3E2AA9A635CCAC6412817830B5,男,22,天津,公众客户,10,频繁换机型,魅族,4G,,2,社会渠道,1390.428329,0,193.25,135.9,135.9,0.2,0,17.35,否,本地套餐,4G本地套餐-40元套餐（京津）
E519974D3F6B36BDA75F2A1FB420B8A9,男,25,沧州,公众客户,4,频繁换机型,小米,4G,ANDROID 4.4.4,2,社会渠道,331.908115,5.105803,51.3,0,1.8,0.2,0,33.3,否,本地套餐,4G本地套餐-26元套餐
E5CA761BEB24A71E6F25A235892E46A8,女,26,邢台,公众客户,25,频繁换机型,苹果,4G,IOS 7.0,99,其他渠道,761.867023,145.742356,48.65,7.3,6.9,0.4,0.4,5.35,否,本地套餐,4G本地套餐-26元套餐
E60C64B4D8BEE81CE6106E8FD28689C0,男,38,天津,公众客户,1,频繁换机型,酷派,4G,ANDROID,2,社会渠道,19064.29426,18977.34663,61.15,60.7,45.6,0.1,0.1,0.45,否,基本套餐,4G全国套餐-106元套餐（新）
E669BF62F8152FD4C0DEB508F08C3B0C,女,29,北京,公众客户,36,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,1688.279919,0.083226,231.14,137.56,133,4.56,0,7.58,否,国内流量套餐,60元1GB国内流量套餐
E898272EF8EE8044C24EC05D67A57A64,男,22,张家口,公众客户,46,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,1010.781347,987.794929,128.55,4,2.2,1.8,1.8,62.55,否,国内流量套餐,30元500MB国内流量套餐
EB133C73F630D0E28176AA83C35BCAD9,女,61,张家口,公众客户,27,频繁换机型,电意,4G,ANDROID 4.4.4,2,社会渠道,687.618008,0,30.65,0.3,0.3,0.1,0,4.35,否,省内流量套餐,20元450MB省内流量套餐
EB28581C9223A80B02F1B6DA5F566D24,男,21,天津,公众客户,3,频繁换机型,三星,4G,ANDROID 5.1.1,2,社会渠道,4150.490771,0,415.45,132.8,27.3,132.8,132.8,105.46,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
EC0206D5A7A86D1CEAE6B488FE30C5AA,女,32,天津,公众客户,2,频繁换机型,百立丰,4G,,1,自有渠道,12.72145,12.567707,45.05,3.39,3.9,0.1,0,2.56,是,本地套餐,4G本地套餐-46元套餐（全国）
EC0C49DF82F2FA9BB860DAD706EA7ACA,男,22,北京,公众客户,18,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1213.158821,133.744601,82.65,0,3.6,5.5,0,17.55,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
ED92291819D131A8F93FB0E93002C918,女,27,沧州,公众客户,7,频繁换机型,苹果,3G,IOS,2,社会渠道,759.531208,36.770735,60.65,13,11.1,0.1,1.9,11.65,否,本地套餐,4G本地套餐-36元套餐
EE27E159E278756DB7365E9EA382A2E3,男,26,唐山,公众客户,1,频繁换机型,纽曼,2G,,1,自有渠道,0.007346,0,3.7,0.15,0.1,0.2,0.1,3.55,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
EF3825999A3B27504DDCEA9A38204F50,女,38,北京,公众客户,4,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,1064.636112,0,34.4,2.8,0.3,2.5,2.5,21.6,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
F1004B4002949BE8B28FB0380E0B9E49,男,43,邢台,公众客户,112,频繁换机型,亿通,2G,,2,社会渠道,0.060523,0,24.75,0.6,0.3,0.3,0.3,14.15,否,4G本地语音套餐,4G本地语音套餐-10元套餐
F1BE569A3CBD62C1B63745E12220CAF9,男,30,天津,公众客户,1,频繁换机型,欧珀,2G,ANDROID 4.4.4,2,社会渠道,503.823139,5.327567,4,3.7,1.8,1.9,1.9,0.3,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
F1D9C61004CE8E46D24ED9661A70447C,男,30,廊坊,公众客户,20,频繁换机型,三星,3G,ANDROID 4.1.2,2,社会渠道,260.204622,0,33.6,7.4,6.9,0.5,0.5,0.2,否,4G本地语音套餐,4G本地语音套餐-26元套餐（冀）
C61934A687B0423CF431A0CBB5543334,女,43,北京,公众客户,1,频繁换机型,华为,2G,ANDROID 4.2.2,1,自有渠道,0.11536,0,3.85,1.9,0.3,1.6,1.6,1.95,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
C65BD06B03D59E7F175F0ADAA6D41560,女,36,北京,公众客户,49,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,517.58709,483.820696,34.7,1.3,1,0.3,0.3,19.4,否,国内流量套餐,10元100MB国内流量套餐
F16EA0C9AEC401540BE9D0CB84D6BAAE,男,58,唐山,公众客户,87,频繁换机型,金立,4G,ANDROID,2,社会渠道,786.91094,0,36.8,0,1.2,4.3,0,10.8,否,本地套餐,4G本地套餐-26元套餐
F1EC95E6A8CD930DA1F669EA988185EA,男,17,天津,公众客户,22,频繁换机型,联想,4G,ANDROID,2,社会渠道,398.920616,0.082363,39.35,0.5,0.3,0.2,0,8.85,否,校园专属-小区A套餐,校园专属-沃派30元A套餐（校园）
F4A2998B421F02FDDBBB77A211661750,男,53,天津,公众客户,1,频繁换机型,华为,4G,ANDROID 5.0,2,社会渠道,2468.459427,2186.156985,298.3,178.3,176.1,1.9,2.1,120,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
F57B789A7ECB45C9BC99E2D4B23FAE72,男,29,北京,公众客户,60,频繁换机型,苹果,3G,IOS 7.0,1,自有渠道,174.013755,0,28.15,7.3,7.2,0.1,0.1,2.85,否,省内流量套餐,10元150MB省内流量套餐
F5C7AA19DBB53BAEB128790AAE080B12,男,20,北京,公众客户,1,频繁换机型,小米,2G,ANDROID 5.0.2,2,社会渠道,1.149652,0,2.05,0.7,0.6,0.1,0.1,1.35,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
F6328C7C339DFE85B1A97A47BB057ACB,女,22,沧州,公众客户,4,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,2362.586505,2127.434621,112.45,76,73.2,2.8,2.8,30.45,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
F655E1FA2642EB55029A63D746019BFF,男,31,天津,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1370.786057,0,78.05,64.1,60,4.1,4.1,13.95,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
F75AFC95DB353BC9E5CFB74B0AC13C63,男,33,北京,公众客户,52,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,1427.370042,908.308651,277.03,8.36,10,8.36,0,151.92,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
F8870884553891ED62B7BF44EBD57D6C,女,56,廊坊,公众客户,111,频繁换机型,三星,4G,ANDROID 4.3,1,自有渠道,439.74953,2.441467,38.95,6.7,0.9,5,5.8,6.25,否,本地套餐,4G本地套餐-26元套餐
FAA469BC559E4C23CC505DB487E27114,男,28,天津,公众客户,3,频繁换机型,华为,4G,ANDROID 5.1.1,2,社会渠道,2302.373941,0,195.05,60,60,4.4,0,31.96,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
FB5C5672321D6BEC177FDD0EB046A5C3,男,32,北京,公众客户,45,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,301.647118,103.464624,50.95,0.9,5,0.9,0.9,7.05,否,国内流量套餐,20元300MB国内流量套餐
FC1144631858EE8D7C62771DF8150AAB,男,19,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,944.911728,598.284736,339.55,284,283.5,0.5,0.5,55.55,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
FC959DC4C8B74BD93A5F0BF59C428703,男,30,北京,公众客户,6,频繁换机型,魅族,4G,ANDROID 4.4.4,1,自有渠道,609.074307,0,19.2,8.6,4.2,4.4,4.4,0.6,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
FE381DA85D6A992837EDCA06EDE0D9BF,男,19,天津,公众客户,15,频繁换机型,易默,2G,ANDROID 4.2.2,2,社会渠道,12.278516,12.278516,84.3,18.9,3.9,15,0,39.4,否,本地套餐,4G本地套餐-26元套餐
FED48D4050164E6D8CE2865BB213849F,女,29,北京,公众客户,63,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,5.50532,2.468659,36.68,0.52,5,0.52,0,17.16,是,国内流量套餐,10元100MB国内流量套餐
