,用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
8126,E2F50B017D8BE321D79767352E16757D,男,22.0,天津,公众客户,12,频繁换机型,小米,4G,ANDROID 5.0.2,1.0,自有渠道,161.807846,161.807846,116.7,18.7,18.6,0.1,0.0,62.0,否,4G本地语音套餐,4G本地语音套餐-26元套餐
8127,F8A256AE9C8657EB65AA469B9ABA0E4C,男,28.0,北京,公众客户,1,频繁换机型,维沃,4G,ANDROID,2.0,社会渠道,28.096449,0.0,16.7,8.9,8.4,0.4,0.5,7.8,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
8128,F8A8B519D190E11EDE576DF727CECB70,女,49.0,天津,公众客户,7,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,4359.423762,828.525898,193.3,0.91,60.0,0.1,0.0,15.2,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
8129,F9323101BD61F146ECE18F20E1ED6948,男,22.0,石家庄,公众客户,42,频繁换机型,三星,4G,ANDROID 4.3,2.0,社会渠道,849.134285,0.0,127.25,9.5,4.2,5.3,5.3,111.75,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8130,F9347D0D62DB411429360D3878DBD579,男,43.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS,1.0,自有渠道,522.374973,240.302002,79.9,13.5,11.7,1.8,1.8,0.4,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
8131,FA4F8466139FEA0D59C2964DE8237708,女,22.0,天津,公众客户,1,频繁换机型,小米,4G,ANDROID 5.1.1,2.0,社会渠道,645.48341,0.0,52.65,51.6,50.7,0.9,0.9,1.05,否,本地套餐,4G本地套餐-40元套餐（京津）
8132,FB455B6D11F73AE5B0AD22D123471B60,女,28.0,保定,公众客户,52,频繁换机型,华为,4G,ANDROID 5.0,2.0,社会渠道,153.163369,8.774452,39.05,2.9,2.7,0.2,0.2,18.15,否,省内流量套餐,10元150MB省内流量套餐
8133,FCA71B497D2ED43A0542537FF73D0317,男,39.0,衡水,公众客户,2,频繁换机型,小米,2G,ANDROID 4.2.1,1.0,自有渠道,33.189913,0.0,72.35,10.8,10.2,0.6,0.6,41.55,否,4G本地语音套餐,4G本地语音套餐-20元套餐
8134,FCDAEC822224F58D0B52D8C414C575C1,男,29.0,北京,公众客户,5,频繁换机型,华为,4G,ANDROID 4.4.2,1.0,自有渠道,1086.759618,1082.490678,40.1,13.3,12.9,0.4,0.4,16.8,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8135,FDDB4BB0AF480E777BD41A053788D204,男,19.0,天津,公众客户,14,频繁换机型,三星,3G,ANDROID 4.2.2,2.0,社会渠道,6147.268514,22.937103,127.68,39.7,15.6,0.1,0.0,1.6,否,校园专属-小区A套餐,校园专属-沃派30元A套餐（校园）
8136,FDEBDD5E6A9840BEF1EAAFFC070B6345,男,26.0,北京,公众客户,43,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,1129.467573,0.0,119.81,1.56,0.4,1.16,0.0,2.25,否,国内流量套餐,60元1GB国内流量套餐
8137,FF145335D4C155202854C4205FFFBE38,女,36.0,天津,公众客户,46,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,333.602294,104.166098,113.7,34.9,26.8,8.1,0.0,22.8,否,国内流量套餐,10元100MB国内流量套餐
8138,FF45C6229FA5BE3BEA217C8401E9698B,女,55.0,沧州,公众客户,105,频繁换机型,华为,4G,ANDROID 5.1,1.0,自有渠道,0.01619,0.006664,27.2,1.2,0.3,0.9,0.9,16.0,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8139,FFD8233A8274F42B99637B8CF03B53AF,男,21.0,北京,公众客户,33,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,2996.061341,0.0,138.7,15.1,2.7,11.6,2.4,93.6,否,省内流量套餐,30元750MB省内流量套餐
8140,114E086DDADFBBB74E57065BD23C2C6E,男,39.0,北京,公众客户,3,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,222.239786,0.000694,16.6,1.3,0.9,0.4,0.4,0.3,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8141,01D32C5F9830A5841DB25C511880234C,男,22.0,北京,公众客户,1,频繁换机型,三星,4G,ANDROID 5.0,1.0,自有渠道,182.177273,0.0,70.9,55.3,54.9,0.4,0.4,11.6,是,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
8142,0216F3F5CA5C8F7E57BA470616A5ED0E,男,21.0,北京,公众客户,35,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,2802.150729,0.0,125.15,52.3,42.3,10.0,0.0,8.85,否,省内流量套餐,60元1.5GB省内流量套餐
8143,0252EEB5F6AA2A4694281E512E30D58A,女,35.0,北京,公众客户,53,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,2400.457853,0.0,276.35,113.11,60.0,57.4,53.11,60.15,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
8144,02CF3CB4F31BD2F8604CBF499FEB2983,男,49.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,5.411991,0.0,94.5,2.1,1.8,0.3,0.3,92.4,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
8145,035619110C2EFDB865E241BB7D19696B,男,26.0,天津,公众客户,54,频繁换机型,宏达,4G,ANDROID,1.0,自有渠道,706.563595,0.03543,32.85,0.6,0.3,0.3,0.0,2.25,否,省内流量套餐,30元750MB省内流量套餐
8146,0385D84BAEC80745C2D44773F3E99DBC,女,25.0,承德,公众客户,5,频繁换机型,TCL,2G,ANDROID 4.4.2,2.0,社会渠道,1.363467,1.273288,198.0,5.2,0.3,4.6,4.9,182.8,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8147,03A3C468258AEDAB8C9099C0BE5B3065,男,27.0,石家庄,公众客户,13,频繁换机型,华为,4G,ANDROID 4.4.2,1.0,自有渠道,938.676979,0.0,66.7,0.0,2.7,5.3,0.0,30.7,否,本地套餐,4G本地套餐-36元套餐
8148,0467E988C0394FBDC0E1EA802BB72F5F,男,19.0,邯郸,公众客户,24,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,1986.779955,1307.169271,102.9,59.3,29.6,0.3,0.3,19.6,是,国内流量套餐,30元500MB国内流量套餐
8150,08B11C8BAEDBDF4382214C7319878374,男,42.0,天津,公众客户,41,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,576.620537,0.0,136.6,38.1,38.1,6.0,0.0,72.5,否,本地套餐,4G本地套餐-26元套餐
8151,08C23687D5CF5AA501EA66CB7F471ADE,男,23.0,石家庄,公众客户,5,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,3167.393725,69.381038,417.35,257.5,247.2,3.9,4.1,123.85,否,校园专属-非小区B套餐,校园专属-沃派36元B套餐
8152,08C36010CCDAFF4BB90D6AEB1A70C895,男,33.0,天津,公众客户,57,频繁换机型,华为,4G,ANDROID 5.0,2.0,社会渠道,91.190725,56.79255,37.44,13.68,17.1,3.0,0.0,2.96,否,本地套餐,4G本地套餐-26元套餐
8153,090562CF12FD62BEF0EAC402E2DE9C28,女,26.0,北京,公众客户,17,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,821.580563,70.180214,56.3,9.9,9.3,0.6,0.6,3.4,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
8154,09273B39CB1CEA2D04AE752B1DBB2A55,女,38.0,石家庄,公众客户,65,频繁换机型,三星,4G,ANDROID 6.0,1.0,自有渠道,1564.639591,91.695532,301.84,2.61,10.0,0.76,0.2,154.88,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
8155,0B6064B696B880FCFC5CBC6FA6A8417B,女,26.0,北京,公众客户,53,频繁换机型,苹果,4G,IOS 7.0,2.0,社会渠道,125.692431,0.0,62.6,12.4,10.5,1.9,1.9,40.2,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8156,0BC6312604E4ED2F195239DD55C6100D,男,23.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS 6.0,2.0,社会渠道,8.545381,8.545381,23.25,17.1,2.7,14.4,14.4,6.15,否,基本套餐,396元基本套餐（含国内语音2000分钟，国内流量6GB）
8157,0C4EE336D1B5F098DBB5A43A5D07C498,男,23.0,北京,公众客户,1,频繁换机型,维沃,3G,ANDROID,1.0,自有渠道,793.384379,0.0,36.5,6.5,3.9,2.6,2.6,6.0,否,省内流量套餐,10元150MB省内流量套餐
8158,0CA81EFF5D8E1E32A44B8252E42569FD,男,39.0,天津,公众客户,157,频繁换机型,奥克斯,2G,ANDROID 4.2.2,2.0,社会渠道,440.303132,413.651373,186.0,129.2,124.2,5.0,0.0,28.8,否,省内流量套餐,10元150MB省内流量套餐
8159,0CD7CC8D7D579608EED7F2C4ED29F72A,女,39.0,沧州,公众客户,2,频繁换机型,三星,3G,ANDROID 4.2.2,2.0,社会渠道,103.064144,9.476467,49.25,37.9,30.9,6.7,7.0,1.35,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8160,0DB47045E218C19CD7AC92C869A2373D,男,45.0,天津,公众客户,1,频繁换机型,小米,2G,ANDROID 4.4.2,2.0,社会渠道,199.338163,10.01838,39.15,5.7,3.3,2.4,2.4,33.45,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
8161,0DCE638CED7235C866A67BF66CDC1EDE,女,23.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,462.942536,443.667665,74.05,60.4,60.0,0.4,0.4,13.65,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8162,0E465D7057678B87661357C58F1F9D1C,男,20.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.3,1.0,自有渠道,3603.638409,18.154372,376.86,224.0,214.2,5.16,0.6,2.86,否,基本套餐,4G全国套餐-76元套餐（新）
8163,0E4E010249C7FB931BCC115F0211B118,女,17.0,天津,公众客户,18,频繁换机型,维沃,4G,ANDROID,2.0,社会渠道,1041.753351,237.267102,522.55,312.6,312.6,0.1,0.0,139.95,否,4G本地语音套餐,4G本地语音套餐-70元套餐
8166,0F14E2FC487A1CD4742DBBFF3EA304BB,男,36.0,北京,公众客户,41,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,2509.20013,1211.150994,319.65,142.6,120.0,21.6,22.6,167.05,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8167,10428715B3E933EA2DFB360551717D7B,女,51.0,天津,公众客户,61,频繁换机型,三星,4G,ANDROID 5.0,1.0,自有渠道,1249.873089,802.331147,327.81,10.15,3.29,1.76,0.1,181.66,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
8168,1052A302CE5427A6DBB74AA90E2B14B9,女,51.0,承德,公众客户,4,频繁换机型,小辣椒,4G,ANDROID 4.4.4,1.0,自有渠道,2.03272,0.0,20.95,5.7,0.6,5.1,5.1,5.25,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8169,10C6090018D05E6C993E79DF6C5A1843,女,20.0,北京,公众客户,59,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1590.258767,0.0,95.55,17.4,2.4,15.0,0.0,12.15,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
8170,C0E74C66B7F580014565BE74AF62C0A7,男,34.0,北京,公众客户,49,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1896.799634,163.968985,140.29,3.04,5.0,3.04,0.0,39.06,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
8171,C0E7B0BD2A362B5E437F6F458282FD12,男,27.0,石家庄,公众客户,18,频繁换机型,华为,4G,ANDROID 4.4.2,1.0,自有渠道,158.647661,0.0,35.25,4.4,2.7,1.7,1.7,14.85,否,校园专属-非小区B套餐,校园专属-沃派16元B套餐
8173,4C04127818EC48C48BBD7B32F87E846F,男,21.0,天津,公众客户,34,频繁换机型,三星,4G,ANDROID 5.1.1,2.0,社会渠道,2393.904991,432.221197,112.96,33.3,21.6,3.0,0.0,2.9,否,校园专属-小区基本套餐,校园专属-沃派50元套餐（校园）
8174,4C4BC060FC41D2791ECBCC0F33384A78,男,44.0,北京,公众客户,35,频繁换机型,华为,4G,ANDROID 5.0,2.0,社会渠道,337.831495,0.093657,116.41,1.3,5.0,1.3,0.0,46.2,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
8175,4DC8156950F74BDE2CA59D8A1C7C3964,女,22.0,衡水,公众客户,1,频繁换机型,欧珀,4G,ANDROID,2.0,社会渠道,485.390477,0.0,102.6,28.72,26.4,0.1,0.1,0.1,是,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
8176,4DEDA9886CCCC71C7C267F4E6F2EE309,男,20.0,天津,公众客户,33,频繁换机型,小米,4G,ANDROID 5.0.2,2.0,社会渠道,3106.533181,32.974605,125.43,21.9,3.9,3.0,0.0,18.75,否,校园专属-小区基本套餐,校园专属-沃派50元套餐（校园）
8177,4EAFDD6FD8FB20B3A65FF3030233A960,男,20.0,天津,公众客户,10,频繁换机型,苹果,4G,IOS,2.0,社会渠道,1386.668134,19.080004,55.4,10.8,16.8,0.2,0.0,4.6,否,本地套餐,4G本地套餐-40元套餐（京津）
8178,4FA8A50CE485ED9125EB4176AD16F176,女,29.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS 7.0,2.0,社会渠道,6.667365,0.0,5.8,2.2,2.1,0.1,0.1,3.6,否,基本套餐,4G全国套餐-76元套餐（新）
8179,4FE8BD2DA788A48592EFCF9C5946DB75,男,48.0,天津,公众客户,139,频繁换机型,苹果,3G,IOS,1.0,自有渠道,602.285664,0.626319,128.0,33.1,14.1,11.0,0.0,18.9,是,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
8180,5049810FB9B1289307BEE76644DE9B4E,男,35.0,天津,公众客户,157,频繁换机型,乐视,4G,ANDROID,1.0,自有渠道,1260.128688,0.0,181.5,70.1,60.0,10.0,0.1,5.4,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
8181,509DBCFFC29F4E791E85E0DF04B4DDDE,男,53.0,保定,公众客户,8,频繁换机型,酷派,2G,ANDROID,2.0,社会渠道,2.548286,0.0,61.75,1.2,0.9,0.3,0.3,50.55,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8182,5187165AF6842435B41967C6AD45CC0C,男,49.0,保定,公众客户,14,频繁换机型,苹果,3G,IOS,1.0,自有渠道,3.564634,0.0,13.85,1.3,1.2,0.1,0.1,2.55,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8183,51F0958671A8CE10ED95C590F7C3538B,女,18.0,唐山,公众客户,9,频繁换机型,三星,4G,ANDROID 5.1.1,1.0,自有渠道,839.274651,0.0,43.35,0.0,1.5,0.1,0.0,7.35,否,本地套餐,4G本地套餐-36元套餐
8184,52430DCB4D14F1761A8D72408F560275,男,29.0,北京,公众客户,17,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,3599.014728,786.297095,649.84,69.32,130.448,9.12,0.2,148.07,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
8185,52B901E898E7B3933BCE3CA530A0EB80,女,37.0,天津,公众客户,47,频繁换机型,华为,4G,ANDROID 4.4.2,2.0,社会渠道,1500.149724,0.0,105.65,5.4,0.4,5.0,0.0,14.25,否,国内流量套餐,30元500MB国内流量套餐
8188,538F0BDF6FAE0E0BE14FA738A7D7EF4F,男,43.0,承德,公众客户,10,频繁换机型,维沃,4G,ANDROID,2.0,社会渠道,1077.954819,65.169407,67.56,18.2,16.2,2.0,2.0,2.85,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
8189,D58D64A1C7F0B2AAD6D0B1EE4CBD1E33,男,23.0,天津,公众客户,1,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,1112.067897,109.813877,54.0,33.7,33.3,0.4,0.4,0.75,否,本地套餐,4G本地套餐-40元套餐（天津）
8190,D5F77A5B87A08821464F0FA6822EC7F3,男,17.0,北京,公众客户,2,频繁换机型,小米,4G,ANDROID 4.4.2,1.0,自有渠道,964.099563,0.0,130.95,36.6,36.6,6.5,0.0,9.75,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
8191,D9AC0554BDD6BEE7347C4F5CE88899F5,男,33.0,石家庄,公众客户,4,频繁换机型,朵唯,4G,ANDROID 5.1,2.0,社会渠道,333.758663,93.133717,74.85,28.2,28.2,1.1,0.0,10.65,否,本地套餐,4G本地套餐-36元套餐
8192,D9EA6759EF246F6EEAF9D9322438C582,男,17.0,沧州,公众客户,8,频繁换机型,苹果,3G,IOS,2.0,社会渠道,4668.935897,0.0,170.9,127.5,55.8,38.7,38.7,7.4,否,本地套餐,4G本地套餐-36元套餐
8193,DA15194A15BE6DE6EADAB5DC73776F91,男,46.0,天津,公众客户,64,频繁换机型,三星,4G,ANDROID 4.4.2,1.0,自有渠道,1115.676437,1099.758998,273.62,251.11,330.3,3.1,0.0,3.01,否,本地套餐,4G本地套餐-26元套餐
8194,DA577A90DA98D16B327821FE73E20A37,女,21.0,石家庄,公众客户,15,频繁换机型,华为,4G,ANDROID 4.4.2,2.0,社会渠道,1222.282761,21.151509,91.65,36.8,15.6,21.2,21.2,18.85,否,本地套餐,4G本地套餐-36元套餐
8196,DAE537F6B42EB39B4190071B924DE2DE,女,76.0,天津,公众客户,62,频繁换机型,苹果,3G,IOS,2.0,社会渠道,2201.203198,0.368633,180.55,65.1,60.0,5.0,0.1,9.45,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
8197,7BD5948F6E2E651B53FEFC54378E54EA,男,49.0,天津,公众客户,62,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,1513.841359,667.952377,341.66,0.86,35.0,0.26,0.6,4.8,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
8198,7D237A576404B1AC13D8659313A8475C,男,33.0,邯郸,公众客户,102,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,113.479872,0.0,45.3,34.9,34.2,0.1,0.7,0.4,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8199,7DAD898EFDAF33C3CB739E5AA3E576EF,女,44.0,北京,公众客户,15,频繁换机型,索尼爱立信,4G,ANDROID 5.1.1,1.0,自有渠道,792.451042,136.379602,475.1,44.7,41.4,2.4,2.4,394.4,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
8200,7E29AEBCA71A699B489579DA06D55AFD,男,20.0,北京,公众客户,30,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,531.081702,37.926755,58.4,17.0,7.0,10.0,0.0,11.4,否,国内流量套餐,30元500MB国内流量套餐
8201,7E43B24D2EFABB9760D7E5C1A2D16C7C,男,28.0,北京,公众客户,1,频繁换机型,联想,4G,ANDROID,1.0,自有渠道,65.143088,65.143088,36.0,19.6,19.5,0.1,0.1,1.4,否,省内流量套餐,10元150MB省内流量套餐
8203,7E9A33D9170C66C7A410A11EFCBEFF8F,男,28.0,北京,公众客户,22,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,2437.720672,1104.553842,166.25,25.2,24.8,0.4,0.4,31.05,否,国内流量套餐,20元300MB国内流量套餐
8204,7FB7A4EA5C034EC12DAF5B95168428C0,男,26.0,北京,公众客户,7,频繁换机型,LG,4G,ANDROID 4.4.2,1.0,自有渠道,2543.737191,418.900249,115.2,95.8,95.0,0.8,0.8,1.4,否,国内流量套餐,10元100MB国内流量套餐
8205,81A6D990604B0AE11791FB2CE1EB6739,男,36.0,北京,公众客户,2,频繁换机型,三星,4G,ANDROID 4.4.4,1.0,自有渠道,344.009092,240.601268,15.55,4.8,3.3,1.5,1.5,0.75,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8206,81C2DB725CCF26E28D058E6CE8C6E523,男,21.0,北京,公众客户,17,频繁换机型,维沃,2G,ANDROID,2.0,社会渠道,1.218442,1.218442,62.3,20.6,0.6,20.0,0.0,5.7,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
8207,82A00E8FEE4DA2CBE03FE19374A47284,女,32.0,石家庄,公众客户,7,频繁换机型,华为,2G,ANDROID 4.1.2,2.0,社会渠道,3.508603,0.0,19.25,0.4,0.3,0.1,0.1,8.85,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8209,849C9B64DE442A257D5641156FFB93F3,男,52.0,保定,公众客户,167,频繁换机型,三星,4G,ANDROID 4.4.4,1.0,自有渠道,460.055514,19.798785,42.3,6.2,6.0,0.2,0.2,0.1,否,本地套餐,4G本地套餐-36元套餐
8210,8F5A6D1A2AF1F0351B18D7F489905239,男,31.0,北京,公众客户,58,频繁换机型,苹果,3G,IOS,2.0,社会渠道,872.070779,228.806053,133.25,26.2,16.2,10.0,0.0,1.05,是,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
8211,8F819036838F394B6B021BCDB005805F,男,28.0,衡水,公众客户,5,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,765.24295,0.0,36.45,14.7,14.1,0.6,0.6,15.75,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
8212,8FD392832CB6A80457348667C470E4FC,女,44.0,天津,公众客户,90,频繁换机型,苹果,4G,IOS,1.0,自有渠道,1681.420035,830.584707,378.06,137.18,134.6,1.82,0.3,74.88,否,国内流量套餐,60元1GB国内流量套餐
8214,07B8A2EFBB0AC05BB25F4206464C614E,男,20.0,承德,公众客户,60,频繁换机型,维沃,4G,ANDROID,2.0,社会渠道,3946.632444,3923.238725,272.25,64.31,59.4,3.2,3.2,28.35,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
8215,07F389DA729726FF16837B9AB1A8C7EF,男,84.0,天津,公众客户,40,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,906.644197,312.660732,105.84,9.5,4.5,5.0,0.0,10.95,是,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
8216,094291F3F19AA02B9F357582BA913DAB,女,49.0,天津,公众客户,8,频繁换机型,魅族,4G,ANDROID 5.1.0,2.0,社会渠道,823.407244,9.347343,76.4,8.0,3.0,8.0,0.0,28.4,否,本地套餐,4G本地套餐-40元套餐（京津）
8218,0A3DEF59711E8B081A063FF00EABD171,男,26.0,邯郸,公众客户,7,频繁换机型,欧珀,4G,ANDROID,2.0,社会渠道,940.800003,5.362593,133.0,5.0,1.8,3.1,0.0,100.5,否,本地套餐,4G本地套餐-36元套餐
8219,0D462274A647B1618C47C943233800FE,男,22.0,沧州,公众客户,21,频繁换机型,魅族,3G,ANDROID 4.2,2.0,社会渠道,160.106839,0.0,23.15,3.7,3.3,0.7,0.7,3.45,否,本地套餐,4G本地套餐-16元套餐
8220,0D9EBF1A6C6A6D3DDED2D44A18691711,男,46.0,天津,公众客户,158,频繁换机型,三星,3G,ANDROID 4.1.1,1.0,自有渠道,164.109837,0.000574,62.4,3.3,0.3,3.0,0.0,23.1,否,省内流量套餐,20元450MB省内流量套餐
8222,0FD25FF40159AEEFAF50203336856FA4,女,42.0,天津,公众客户,75,频繁换机型,欧珀,2G,ANDROID,1.0,自有渠道,179.18387,13.465714,68.25,0.0,4.2,3.0,0.0,31.05,否,4G本地行业套餐,集客4G本地行业套餐-30元套餐
8223,12388EACC5C87604A5FE3DFA2CA9EE2C,男,39.0,唐山,公众客户,1,频繁换机型,欧珀,4G,ANDROID,2.0,社会渠道,0.100945,0.0,0.8,0.5,0.3,0.2,0.2,0.3,否,4G本地语音套餐,4G本地语音套餐-10元套餐
8225,1344BEFE2602FF3791FF646650BFF853,男,30.0,沧州,公众客户,36,频繁换机型,乐视,4G,ANDROID,2.0,社会渠道,356.253782,0.00168,41.3,3.0,0.3,0.2,0.0,2.3,否,本地套餐,4G本地套餐-36元套餐
8228,14729E115D762A7EAD0AFB07701686A4,男,22.0,天津,公众客户,12,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,2110.151078,95.745493,112.41,32.1,29.1,3.0,0.0,22.5,否,本地套餐,4G本地套餐-40元套餐（京津）
8229,14A99B603E5FAA46A296268FEAA2F611,男,30.0,北京,公众客户,61,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,3210.287436,1037.685062,315.32,5.8,5.0,6.72,0.0,8.52,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
8230,150C6405F01B34A9312C400234704422,女,37.0,天津,公众客户,42,频繁换机型,华为,4G,ANDROID 5.1,2.0,社会渠道,352.475224,51.71651,26.8,8.6,0.6,8.0,0.0,2.2,是,国内流量套餐,20元300MB国内流量套餐
8231,160A6FD228B638E7D0B82221327FB29D,女,60.0,天津,公众客户,105,频繁换机型,华为,4G,ANDROID 5.0,1.0,自有渠道,1441.321355,39.934029,58.84,12.0,12.0,6.0,0.0,6.05,是,本地套餐,4G本地套餐-40元套餐（京津）
8232,16E17E39E37F53C5EAA01B65365ACC1B,女,46.0,天津,公众客户,60,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,2408.336763,88.483879,278.75,130.0,120.0,10.0,0.0,42.75,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
